"UID1_ProvidersResKey","E306_ProviderCode","E781_ProviderType","UID3_CoursesOfStudyResKey","E533_CourseOfStudyCode","E394_CourseOfStudyName","E310_CourseOfStudyType","E350_CourseOfStudyLoad","E455_CombinedCourseOfStudyIndicator"
35,1055,"HEP",60535,"CM024","Bachelor of Molecular Sciences and Master of Bioinformatics",10,"4.0",1
35,1055,"HEP",60643,"91860","Doctor of Dental Medicine",14,"4.0",0
35,1055,"HEP",60653,"CM029","Bachelor of Biological Science and Master of Biotechnology",10,"4.0",1
35,1055,"HEP",60654,"CM0182","Bachelor of Sport and Exercise Sciences and Master of Clinical Exercise Physiology",10,"4.0",1
35,1055,"HEP",60655,"CM0172","Bachelor of Sport and Exercise Sciences and Master of Public Health",10,"4.0",1
35,1055,"HEP",60656,"CM0152","Bachelor of Science Frontier Physics and Master of Physics",10,"4.0",1
35,1055,"HEP",60657,"CM0132","Bachelor of Agricultural Science and Master of Agricultural Science",10,"4.0",1
35,1055,"HEP",60658,"CM0112","Bachelor of Marine Science and Master of Environmental Science",10,"4.0",1
35,1055,"HEP",60659,"CM0102","Bachelor of Marine Science and Master of Marine Biology",10,"4.0",1
35,1055,"HEP",60660,"CM0082","Bachelor of Environmental Science and Master of Environmental Science",10,"4.0",1
35,1055,"HEP",60661,"CM0072","Bachelor of Molecular Sciences and Master of Biotechnology",10,"4.0",1
35,1055,"HEP",60662,"CM0042","Bachelor of Molecular Sciences and Master of Biomedical Science",10,"4.0",1
35,1055,"HEP",60663,"CB014","Bachelor of Engineering (Honours) and Bachelor of Philosophy (Honours)",9,"5.5",1
35,1055,"HEP",60664,"CM0092","Bachelor of Earth Sciences and Master of Geoscience",10,"4.0",1
35,1055,"HEP",60665,"73570","Master of Applied Human Performance Science - Coursework",4,"2.0",0
35,1055,"HEP",60692,"40394","Graduate Diploma in Information and Logistics Management",7,"1.0",0
35,1055,"HEP",60750,"CM019","Bachelor of Sport and Exercise Sciences and Master of Applied Human Performance Science",10,"4.0",1
35,1055,"HEP",60751,"BP049","Bachelor of Sport and Exercise Sciences (Advanced)",10,"3.0",0
35,1055,"HEP",60752,"BP046","Bachelor of Marine Science (Advanced)",10,"3.0",0
35,1055,"HEP",60753,"BP044","Bachelor of Earth Sciences (Advanced)",10,"3.0",0
35,1055,"HEP",60754,"BP042","Bachelor of Environmental Science (Advanced)",10,"3.0",0
35,1055,"HEP",60755,"BP039","Bachelor of Human Sciences (Advanced)",10,"3.0",0
35,1055,"HEP",60756,"BP037","Bachelor of Biological Science (Advanced)",10,"3.0",0
35,1055,"HEP",60757,"BP036","Bachelor of Agribusiness (Advanced)",10,"3.0",0
35,1055,"HEP",60758,"BP035","Bachelor of Agricultural Science (Advanced)",10,"3.0",0
35,1055,"HEP",60759,"BP033","Bachelor of Frontier Physics (Advanced)",10,"3.0",0
35,1055,"HEP",60760,"54540","Master of Infectious Diseases - Coursework or Coursework and Dissertation",4,"1.0",0
35,1055,"HEP",60761,"BP041","Bachelor of Molecular Sciences (Advanced)",10,"3.0",0
35,1055,"HEP",60897,"CM012","Bachelor of Earth Sciences and Master of Oceanography",10,"4.0",1
35,1055,"HEP",60898,"62260","Graduate Certificate in Renewable and Future Energy",11,"0.5",0
35,1055,"HEP",60899,"61250","Graduate Certificate in Tailings Management",11,"0.5",0
35,1055,"HEP",60900,"AU001","Associate Degree in Applied Technologies (Process Sensors)",13,"1.5",0
35,1055,"HEP",60901,"62240","Graduate Certificate in Ocean Leadership",11,"0.5",0
35,1055,"HEP",60902,"91830","Doctor of Podiatric Surgery",14,"3.0",0
35,1055,"HEP",60903,"91870","Doctor of Podiatric Medicine",14,"3.0",0
35,1055,"HEP",60904,"74540","Master of Marine Biology",4,"2.0",0
35,1055,"HEP",60905,"UWC02","Diploma in Commerce - 8 months",21,"1.0",0
35,1055,"HEP",60906,"UWC04","Diploma in Science - 8 months",21,"1.0",0
35,1055,"HEP",60907,"71590","Master of Oceanography - Coursework or Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",60908,"UWC12","Diploma in Commerce - 12 months",21,"1.1",0
35,1055,"HEP",60909,"62360","Graduate Diploma in Renewable and Future Energy",6,"1.0",0
35,1055,"HEP",60910,"UWC14","Diploma in Science - 12 months",21,"1.1",0
35,1055,"HEP",60971,"CM021","Bachelor of Human Sciences and Master of Bioinformatics",10,"4.0",1
35,1055,"HEP",61221,"62340","Graduate Diploma in Ocean Leadership",6,"1.0",0
35,1055,"HEP",61279,"UWC00","UWA Foundation Program - 8 months",30,"1.0",0
35,1055,"HEP",61280,"UWC10","UWA Foundation Program Extended - 12 months",30,"1.1",0
35,1055,"HEP",61438,"BP501","Bachelor of Letters",10,"2.0",0
35,1055,"HEP",61445,"52362","Graduate Diploma in Physics",6,"1.0",0
35,1055,"HEP",61446,"BP034","Bachelor of Human Rights",10,"3.0",0
35,1055,"HEP",61447,"BP050","Bachelor of Criminology and Criminal Justice",10,"3.0",0
35,1055,"HEP",61448,"BP054","Bachelor of Modern Languages",10,"3.0",0
35,1055,"HEP",61449,"CB022","Bachelor of Human Rights and Bachelor of Arts",10,"4.0",1
35,1055,"HEP",61450,"CB023","Bachelor of Human Rights and Bachelor of Commerce",10,"4.0",1
35,1055,"HEP",61451,"CB026","Bachelor of Modern Languages and Bachelor of Arts",10,"4.0",1
35,1055,"HEP",61452,"CB028","Bachelor of Modern Languages and Bachelor of Business",10,"4.0",1
35,1055,"HEP",61453,"CB029","Bachelor of Modern Languages and Bachelor of Science",10,"4.0",1
35,1055,"HEP",61797,"BH014","Bachelor of Psychology (Honours)",9,"1.0",0
35,1055,"HEP",61882,"CB030","Bachelor of Engineering (Honours) and Bachelor of Modern Languages",9,"5.5",1
35,1055,"HEP",62106,"42670","Master of Economics - Coursework or Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",62204,"62570","Master of Offshore and Coastal Engineering",4,"2.0",0
35,1055,"HEP",62271,"CB017","Bachelor of Philosophy, Politics and Economics and Bachelor of Commerce",10,"4.0",1
35,1055,"HEP",62272,"BH013","Bachelor of Economics (Honours)",9,"1.0",0
35,1055,"HEP",62326,"73660","Master of Medical Physics - coursework and dissertation",4,"2.0",0
35,1055,"HEP",62327,"74550","Master of Geotechnics for Offshore Wind Energy- Coursework and dissertation",4,"1.0",0
35,1055,"HEP",62328,"BP055","Bachelor of Geographical and Spatial Science",10,"3.0",0
35,1055,"HEP",62329,"CM032","Bachelor of Geographical and Spatial Science and Master of Environmental Science",10,"4.0",1
35,1055,"HEP",62368,"70570","Master of Environmental Economics (Online)",4,"2.0",0
35,1055,"HEP",62494,"90740","Master of Clinical Science",4,"1.0",0
35,1055,"HEP",62495,"90250","Graduate Certificate in Clinical Science",11,"0.5",0
35,1055,"HEP",62496,"UWC06","Diploma in Computer and Data Science - 8 months",21,"1.0",0
35,1055,"HEP",62497,"UWC16","Diploma in Computer and Data Science - 12 months",21,"1.1",0
35,1055,"HEP",62796,"CB031","Bachelor of Philosophy (Honours) and Bachelor of Modern Languages",9,"5.0",1
35,1055,"HEP",62797,"CB034","Bachelor of Engineering (Honours) and Bachelor of Arts",9,"5.0",1
35,1055,"HEP",62912,"UWC18","Diploma in Engineering - 14 months",21,"1.2",0
35,1055,"HEP",62936,"BH016","Bachelor of Modern Languages Honours",9,"1.0",0
35,1055,"HEP",62937,"BH018","Bachelor of Criminology and Criminal Justice (Honours)",9,"1.0",0
35,1055,"HEP",62938,"UWC08","Diploma in Engineering - 10 months",21,"0.8",0
35,1055,"HEP",62939,"BH015","Bachelor of Philosophy, Politics and Economics (Honours)",9,"1.0",0
35,1055,"HEP",62940,"91513","Master of Nursing Science - Coursework",4,"2.0",0
35,1055,"HEP",62944,"BP056","Bachelor of Biomedicine (Specialised)",10,"3.0",0
35,1055,"HEP",63256,"BH017","Bachelor of Social Work (Honours)",9,"4.0",0
35,1055,"HEP",63257,"BH020","Bachelor of Education (Primary) (Honours)",9,"4.0",0
35,1055,"HEP",63258,"BP058","Bachelor of International Relations",10,"3.0",0
35,1055,"HEP",63259,"BP059","Bachelor of Mathematics",10,"3.0",0
35,1055,"HEP",63260,"BP062","Bachelor of Social and Environmental Sustainability",10,"3.0",0
35,1055,"HEP",63261,"CB020","Bachelor of Economics and Bachelor of Commerce",10,"4.0",1
35,1055,"HEP",63262,"CB032","Bachelor of Modern Languages and Bachelor of Biomedical Science",10,"4.0",1
35,1055,"HEP",63614,"AU004","Associate Degree in Applied Technologies (Computer Science)",13,"1.5",0
35,1055,"HEP",63615,"91270","Graduate Certificate in Health Professions Education (online)",11,"0.5",0
35,1055,"HEP",63616,"91390","Graduate Diploma in Health Professions Education (online)",6,"1.0",0
35,1055,"HEP",63617,"BH019","Bachelor of Human Rights Honours",9,"1.0",0
35,1055,"HEP",64433,"BH021","Bachelor of Business (Honours)",9,"1.0",0
35,1055,"HEP",64478,"42290","Graduate Certificate in Health Economics and Analysis (Exit Award)",11,"0.5",0
35,1055,"HEP",64479,"93330","Graduate Diploma in Dental Public and Primary Health (Exit Award)",4,"1.0",0
35,1055,"HEP",64534,"30260","Graduate Certificate in Educational Research",11,"0.5",0
35,1055,"HEP",64590,"CB038","Bachelor of Music and Bachelor of Arts",10,"4.0",1
35,1055,"HEP",64673,"CB039","Bachelor of Music and Bachelor of Science",10,"4.0",1
35,1055,"HEP",64674,"CB041","Bachelor of Music and Bachelor of Business",10,"4.0",1
35,1055,"HEP",64797,"93530","Master of Dental Public and Primary Health",4,"2.0",0
35,1055,"HEP",64853,"CM038","Bachelor of Marine Science and Master of Oceanography",10,"4.0",1
35,1055,"HEP",64932,"MC001","Using R: Environmental and Agriculture Applications",52,"0.2",0
35,1055,"HEP",64933,"MC002","Integrated Einsteinian Science for School Teachers",52,"0.2",0
35,1055,"HEP",64946,"BP502","Bachelor of Science and Technology",10,"2.0",0
35,1055,"HEP",64947,"000202","Aboriginal Orientation Course",30,"1.0",0
35,1055,"HEP",64948,"BP503","Bachelor of Psychological Studies",10,"2.0",0
35,1055,"HEP",64949,"000203","Aboriginal Orientation Course",30,"0.5",0
35,1055,"HEP",64950,"001202","UWA Smart Start Course",30,"0.5",0
35,1055,"HEP",64951,"109102","Doctor of Letters",1,"NULL",0
35,1055,"HEP",64952,"308102","Doctor of Education",2,"4.0",0
35,1055,"HEP",64953,"308103","Doctor of Education",2,"3.0",0
35,1055,"HEP",64954,"308104","Doctor of Education",2,"4.0",0
35,1055,"HEP",64955,"426602","Master of Professional Accounting (Chartered Accounting) - Coursework",4,"2.5",0
35,1055,"HEP",64956,"715502","Master of International Development",4,"2.0",0
35,1055,"HEP",64957,"715503","Master of International Development",4,"1.5",0
35,1055,"HEP",64983,"CM030","Bachelor of Human Sciences and Master of Biomedical Science",10,"4.0",1
35,1055,"HEP",65024,"42650","Master of Business Administration - Global",4,"1.5",0
35,1055,"HEP",65123,"203502","Graduate Diploma in Legal Practice",7,"1.0",0
35,1055,"HEP",65124,"303302","Graduate Diploma in Educational Studies",7,"1.0",0
35,1055,"HEP",65125,"512402","Graduate Certificate in Science Communication",11,"0.5",0
35,1055,"HEP",65126,"513102","Graduate Diploma in Pharmaceutical Science",7,"1.3",0
35,1055,"HEP",65127,"513402","Graduate Diploma in Science Communication",6,"1.0",0
35,1055,"HEP",65128,"602202","Graduate Certificate in Information Technology",11,"0.6",0
35,1055,"HEP",65129,"602203","Graduate Certificate in Information Technology",11,"0.5",0
35,1055,"HEP",65130,"603302","Graduate Diploma in Engineering",7,"1.0",0
35,1055,"HEP",65131,"722302","Graduate Certificate in Environmental Science",11,"0.5",0
35,1055,"HEP",65132,"722602","Graduate Certificate in Urban and Regional Planning",11,"0.5",0
35,1055,"HEP",65133,"723302","Graduate Diploma in Environmental Science",6,"1.0",0
35,1055,"HEP",65152,"125402","Master of Strategic Communication",4,"2.0",0
35,1055,"HEP",65235,"735303","Master of Agricultural Economics - Coursework or Coursework and Dissertation",4,"2.0",0
35,1055,"HEP",65268,"CM040","Bachelor of Science Frontier Physics and Master of Physics - Medical Physics",10,"4.5",1
35,1055,"HEP",65274,"BP069","Bachelor of Media and Communication",10,"3.0",0
35,1055,"HEP",65277,"BH024","Bachelor of Biological Science (Honours)",9,"1.0",0
35,1055,"HEP",65278,"BH025","Bachelor of Marine Science (Honours)",9,"1.0",0
35,1055,"HEP",65279,"BH026","Bachelor of Earth Sciences (Honours)",9,"1.0",0
35,1055,"HEP",65308,"BP070","Bachelor of Art History and Curatorial Studies",10,"3.0",0
35,1055,"HEP",65313,"CB044","Bachelor of Mathematics and Bachelor of Arts",10,"4.0",1
35,1055,"HEP",65360,"CB043","Bachelor of Psychology and Bachelor of Science",10,"4.0",1
35,1055,"HEP",65361,"CB046","Bachelor of International Relations and Bachelor of Arts",10,"4.0",1
35,1055,"HEP",65362,"CB052","Bachelor of Art History and Curatorial Studies and Bachelor of Commerce",10,"4.0",1
35,1055,"HEP",65371,"CB027","Bachelor of Modern Languages and Bachelor of Commerce",10,"4.0",1
35,1055,"HEP",65372,"CB045","Bachelor of Social and Environmental Sustainability and Bachelor of Arts",10,"4.0",1
35,1055,"HEP",65373,"CB048","Bachelor of Media and Communication and Bachelor of Commerce",10,"4.0",1
35,1055,"HEP",65374,"CB049","Bachelor of Art History and Curatorial Studies and Bachelor of Arts",10,"4.0",1
35,1055,"HEP",65375,"CM034","Bachelor of Arts and Master of Teaching - Secondary",10,"4.5",1
35,1055,"HEP",65417,"74270","Graduate Certificate in Oceanography (Exit Award)",11,"0.5",0
35,1055,"HEP",65418,"74360","Graduate Diploma in Marine Sciences (Exit Award)",6,"1.0",0
35,1055,"HEP",65427,"41390","Graduate Certificate in Digital Marketing",11,"0.5",0
35,1055,"HEP",65428,"CB042","Bachelor of Music and Bachelor of Biomedical Science",10,"4.0",1
35,1055,"HEP",65515,"41780","Master of Management (coursework)",4,"2.0",0
35,1055,"HEP",65571,"42680","Master of Business Administration (Online)",4,"1.5",0
35,1055,"HEP",65605,"CB047","Bachelor of Criminology and Criminal Justice and Bachelor of Arts",10,"4.0",1
35,1055,"HEP",65616,"43680","Master of Commerce - Articulation (coursework)",4,"1.5",0
35,1055,"HEP",65655,"93610","Master of Advanced Clinical Practice (coursework or coursework and dissertation)",4,"1.5",0
35,1055,"HEP",65664,"73390","Graduate Diploma in Business Psychology",6,"1.0",0
35,1055,"HEP",65676,"93220","Graduate Certificate in Advanced Medicines Management",11,"0.5",0
35,1055,"HEP",65929,"UWC102","UWA Foundation Program Extended - 12 months",30,"1.1",0
35,1055,"HEP",65941,"BH028","Bachelor of Nursing (Honours)",9,"4.0",0
35,1055,"HEP",65966,"MC003","Understanding and Responding to Domestic and Family Violence and Coercive Control",52,"0.2",0
35,1055,"HEP",65967,"MC004","Diabetes Education",52,"0.2",0
35,1055,"HEP",65968,"MC005","Medication Management Reviews and Aged Care Pharmacy",52,"0.2",0
35,1055,"HEP",66023,"CB021","Bachelor of Media and Communication and Bachelor of Arts",10,"4.0",1
35,1055,"HEP",66024,"CM039","Bachelor of Human Sciences (Pharmaceutical Health) and Doctor of Pharmacy",10,"4.5",1
35,1055,"HEP",66044,"74280","Graduate Certificate in Marine Biology (Exit award)",11,"0.5",0
35,1055,"HEP",66045,"74350","Graduate Diploma in Oceanography (Exit Award)",6,"1.0",0
35,1055,"HEP",66046,"74370","Graduate Diploma in Marine Biology (Exit Award)",6,"1.0",0
35,1055,"HEP",66085,"51505","Doctor of Pharmacy- Coursework extended",14,"2.5",0
35,1055,"HEP",66103,"92620","Doctor of Pharmacy Practice (coursework) (extended)",14,"1.0",0
35,1055,"HEP",66134,"92630","Doctor of Pharmacy (Refresher) (coursework) (extended)",14,"1.0",0
35,1055,"HEP",66155,"7329Z","Graduate Certificate in Business Psychology (Online)",11,"0.5",0
35,1055,"HEP",66170,"413302","Graduate Diploma in Human Resources and Industrial Relations",7,"1.0",0
35,1055,"HEP",66171,"413303","Graduate Diploma in Human Resources and Employment Relations",7,"1.0",0
35,1055,"HEP",66177,"93230","Graduate Certificate in Diabetes Management and Education",11,"0.5",0
35,1055,"HEP",66206,"73590","Master of Professional Psychology (coursework)",4,"2.0",0
35,1055,"HEP",66207,"MC006","Agricultural Technology",52,"0.2",0
